datetime,timestamp,price,coin_id,vs_currency,market_cap,volume
2024-12-31 19:00:00,1735689600000,2.079333460354608,ripple,usd,119440097047.7968,4128284760.622494
2025-01-01 19:00:00,1735776000000,2.315149796797427,ripple,usd,132989230251.90656,6878704641.749808
2025-01-02 19:00:00,1735862400000,2.40463192614464,ripple,usd,138114900580.5372,7459376387.38519
2025-01-03 19:00:00,1735948800000,2.4548598712183725,ripple,usd,140904684872.33817,5864224741.784014
2025-01-04 19:00:00,1736035200000,2.4239342995923985,ripple,usd,139171492627.42844,4561813417.310058
2025-01-05 19:00:00,1736121600000,2.403897929295378,ripple,usd,138016718840.73596,4325348371.227318
2025-01-06 19:00:00,1736208000000,2.4191703139906173,ripple,usd,138948192568.01584,4601519396.54358
2025-01-07 19:00:00,1736294400000,2.277173382256464,ripple,usd,130820594444.53995,6652119689.816548
2025-01-08 19:00:00,1736380800000,2.3749601881392275,ripple,usd,136415155142.45451,7697257372.31326
2025-01-09 19:00:00,1736467200000,2.2766790697699415,ripple,usd,131013170943.18855,5639756658.075597
2025-01-10 19:00:00,1736553600000,2.34255697398572,ripple,usd,134623347999.18698,4846732925.585662
2025-01-11 19:00:00,1736640000000,2.5750017025465097,ripple,usd,148073207239.45142,6968218335.110517
2025-01-12 19:00:00,1736726400000,2.506265236852104,ripple,usd,143972439143.77383,4880658835.456561
2025-01-13 19:00:00,1736812800000,2.521790688596697,ripple,usd,144973001160.1348,9352507594.244612
2025-01-14 19:00:00,1736899200000,2.665683799958985,ripple,usd,153183275031.40637,7423364604.740665
2025-01-15 19:00:00,1736985600000,3.1717669545860816,ripple,usd,182346998821.3068,23417331296.55123
2025-01-16 19:00:00,1737072000000,3.2435591355149156,ripple,usd,186758698075.1875,24889336467.66615
2025-01-17 19:00:00,1737158400000,3.3071606262102122,ripple,usd,190386076856.00772,13491956428.691526
2025-01-18 19:00:00,1737244800000,3.2791397325625398,ripple,usd,188798080040.87268,10204987556.110008
2025-01-19 19:00:00,1737331200000,2.9594983276278826,ripple,usd,171067792033.8191,13089511624.10229
2025-01-20 19:00:00,1737417600000,3.0942466604471988,ripple,usd,178304533111.39474,18183898272.877342
2025-01-21 19:00:00,1737504000000,3.17189708695212,ripple,usd,182080583719.03888,9483639114.30823
2025-01-22 19:00:00,1737590400000,3.165211637985352,ripple,usd,182211918798.90054,7359947674.323075
2025-01-23 19:00:00,1737676800000,3.1221750787983638,ripple,usd,179846211928.48206,7860588482.871526
2025-01-24 19:00:00,1737763200000,3.1030936929352904,ripple,usd,178687952164.23227,6165183598.347699
2025-01-25 19:00:00,1737849600000,3.1112088914665423,ripple,usd,179333230200.2371,3013156759.4045396
2025-01-26 19:00:00,1737936000000,3.0173114670832017,ripple,usd,174315205302.41763,3093938754.203019
2025-01-27 19:00:00,1738022400000,3.050802421938607,ripple,usd,175549811985.1664,14811833894.587118
2025-01-28 19:00:00,1738108800000,3.0611147556516607,ripple,usd,176293961831.06848,8515976594.593953
2025-01-29 19:00:00,1738195200000,3.0691756838533526,ripple,usd,177065119441.67078,6362709455.940402
2025-01-30 19:00:00,1738281600000,3.1319365812312867,ripple,usd,180743899111.4196,4444654575.269272
2025-01-31 19:00:00,1738368000000,3.0378089439522897,ripple,usd,175326105898.6084,4079932391.7375703
2025-02-01 19:00:00,1738454400000,2.8808649918084224,ripple,usd,166457043070.02295,4285675849.353482
2025-02-02 19:00:00,1738540800000,2.5701343337873217,ripple,usd,147851780048.77136,13660382309.418026
2025-02-03 19:00:00,1738627200000,2.692671869551836,ripple,usd,155372328311.50732,31670736568.02988
2025-02-04 19:00:00,1738713600000,2.5396358959727894,ripple,usd,146391101372.16553,12051077026.669235
2025-02-05 19:00:00,1738800000000,2.382739358632423,ripple,usd,137388137146.75491,6660157683.363499
2025-02-06 19:00:00,1738886400000,2.3220918869431886,ripple,usd,134102194064.824,6304942916.816331
2025-02-07 19:00:00,1738972800000,2.392435922501591,ripple,usd,137991646571.74292,7913782642.824578
2025-02-08 19:00:00,1739059200000,2.4256391631678023,ripple,usd,140105845431.88702,3450039945.4201026
2025-02-09 19:00:00,1739145600000,2.3984218500627317,ripple,usd,138409786399.36917,4110259067.581117
2025-02-10 19:00:00,1739232000000,2.4205102148292257,ripple,usd,139801386331.32983,4147958037.3114934
2025-02-11 19:00:00,1739318400000,2.415999707081464,ripple,usd,139710665798.44403,4814243274.422465
2025-02-12 19:00:00,1739404800000,2.471858085297504,ripple,usd,142635962453.91898,4845109298.913685
2025-02-13 19:00:00,1739491200000,2.5469915483007073,ripple,usd,147228408835.623,4437008065.063592
2025-02-14 19:00:00,1739577600000,2.7396888464817004,ripple,usd,158349869676.88498,7692468675.335378
2025-02-15 19:00:00,1739664000000,2.761982091436805,ripple,usd,159697712640.8593,3946216492.011967
2025-02-16 19:00:00,1739750400000,2.7251894289423855,ripple,usd,157590298702.77087,2966410173.436753
2025-02-17 19:00:00,1739836800000,2.657177556541445,ripple,usd,153528550403.44104,4243544437.8198156
2025-02-18 19:00:00,1739923200000,2.5598643991689105,ripple,usd,147965082000.5594,4627790087.108664
2025-02-19 19:00:00,1740009600000,2.735199200390807,ripple,usd,158268061805.8835,4421689360.016513
2025-02-20 19:00:00,1740096000000,2.692229831317779,ripple,usd,155803376373.91476,3770413761.6316905
2025-02-21 19:00:00,1740182400000,2.5717797656907977,ripple,usd,148872353458.57578,5146660908.7574835
2025-02-22 19:00:00,1740268800000,2.575864230459674,ripple,usd,149186293144.36478,2039899166.1574712
2025-02-23 19:00:00,1740355200000,2.5798851271909053,ripple,usd,149332625214.34015,2072248429.8119543
2025-02-24 19:00:00,1740441600000,2.276184020826259,ripple,usd,131520287326.65497,7132791349.200123
2025-02-25 19:00:00,1740528000000,2.3223450440589835,ripple,usd,134627197923.42966,11111605787.309338
2025-02-26 19:00:00,1740614400000,2.189561722001525,ripple,usd,126766064785.14323,5936591863.896251
2025-02-27 19:00:00,1740700800000,2.198289525306682,ripple,usd,127370369245.55621,4202173606.0705705
2025-02-28 19:00:00,1740787200000,2.1465990447641925,ripple,usd,124392769084.65245,7266804533.901892
2025-03-01 19:00:00,1740873600000,2.1894731626978965,ripple,usd,126879303287.73642,2722347817.663738
2025-03-02 19:00:00,1740960000000,2.9400745785854188,ripple,usd,169870381405.5461,14741402315.716309
2025-03-03 19:00:00,1741046400000,2.388920229250619,ripple,usd,138435194914.58316,12094018756.991077
2025-03-04 19:00:00,1741132800000,2.457837324155463,ripple,usd,142402404085.68878,9500571374.26868
2025-03-05 19:00:00,1741219200000,2.499863067769013,ripple,usd,144939887560.6096,5198767002.65725
2025-03-06 19:00:00,1741305600000,2.5997307467157778,ripple,usd,150505175945.87762,5916822614.47232
2025-03-07 19:00:00,1741392000000,2.380727791456965,ripple,usd,138185297003.6274,8328229777.709091
2025-03-08 19:00:00,1741478400000,2.3242332249590425,ripple,usd,134862079473.84915,3009552907.467017
2025-03-09 20:00:00,1741564800000,2.1362635270101267,ripple,usd,124005386868.27167,5104105960.491239
2025-03-10 20:00:00,1741651200000,2.029057833175655,ripple,usd,118387557436.81892,6907399289.102193
2025-03-11 20:00:00,1741737600000,2.169350707525431,ripple,usd,125957593301.54716,6722860049.514889
2025-03-12 20:00:00,1741824000000,2.2417249293681443,ripple,usd,129987896211.968,5394933491.485324
2025-03-13 20:00:00,1741910400000,2.2504187411894,ripple,usd,130684530591.66603,4700482638.06465
2025-03-14 20:00:00,1741996800000,2.3564128660327603,ripple,usd,136928855738.28758,3738755688.1164246
2025-03-15 20:00:00,1742083200000,2.392285579817487,ripple,usd,138962507103.3046,2903593748.7332563
2025-03-16 20:00:00,1742169600000,2.3009096388651695,ripple,usd,133729450717.8674,3149719385.5106583
2025-03-17 20:00:00,1742256000000,2.3408005213311123,ripple,usd,136034346384.5807,2955610989.2377267
2025-03-18 20:00:00,1742342400000,2.2893484606821164,ripple,usd,133056596229.87404,2950644595.364279
2025-03-19 20:00:00,1742428800000,2.5520572493716633,ripple,usd,148446009880.021,9834502912.85249
2025-03-20 20:00:00,1742515200000,2.4346891248225995,ripple,usd,141749550828.59042,4258912106.63044
2025-03-21 20:00:00,1742601600000,2.381259233831182,ripple,usd,138510356756.64886,3380818952.23797
2025-03-22 20:00:00,1742688000000,2.3671814913704625,ripple,usd,137633684733.8346,1482324406.8968267
2025-03-23 20:00:00,1742774400000,2.4358937819105337,ripple,usd,141666982426.27832,2036803299.3463094
2025-03-24 20:00:00,1742860800000,2.4467862393977193,ripple,usd,142182563236.7044,3267297475.9622283
2025-03-25 20:00:00,1742947200000,2.4520786954901945,ripple,usd,142530870243.74066,2336452138.4735017
2025-03-26 20:00:00,1743033600000,2.349686594688749,ripple,usd,136740698537.37582,2854543228.9574385
2025-03-27 20:00:00,1743120000000,2.339530083958925,ripple,usd,136083790198.2617,2422690506.5141454
2025-03-28 20:00:00,1743206400000,2.2038347130132383,ripple,usd,128190870625.22104,3837465479.151629
2025-03-29 20:00:00,1743292800000,2.1388622985209467,ripple,usd,124469293101.58473,3354267610.3426833
2025-03-30 20:00:00,1743379200000,2.135945706762188,ripple,usd,124324478160.5522,2477465471.988889
2025-03-31 20:00:00,1743465600000,2.0905159571547878,ripple,usd,121557920573.70189,3972610740.3424234
2025-04-01 20:00:00,1743552000000,2.140991043686336,ripple,usd,124525644957.65971,3641319247.188034
2025-04-02 20:00:00,1743638400000,2.030360837075233,ripple,usd,118295307955.43494,5271112203.164092
2025-04-03 20:00:00,1743724800000,2.0641704630367608,ripple,usd,120421038483.8677,4928791386.955327
2025-04-04 20:00:00,1743811200000,2.1277037304012105,ripple,usd,123967383174.98845,4939434201.608915
2025-04-05 20:00:00,1743897600000,2.148561695180789,ripple,usd,124960176668.53568,1897079007.2541249
2025-04-06 20:00:00,1743984000000,1.9232068608073252,ripple,usd,112137731756.69206,5107597669.95859
2025-04-07 20:00:00,1744070400000,1.8972731944488423,ripple,usd,111374044255.21884,11995374383.503767
2025-04-08 20:00:00,1744156800000,1.791941720267648,ripple,usd,104372568049.6828,5812951206.534424
2025-04-09 20:00:00,1744243200000,2.0504426400353335,ripple,usd,119481580828.56442,8269048094.879033
2025-04-10 20:00:00,1744329600000,1.96981883924698,ripple,usd,114817594408.03955,3847540778.0903244
2025-04-11 20:00:00,1744416000000,2.0237864771088336,ripple,usd,118009313254.15909,2990956512.0131035
2025-04-12 20:00:00,1744502400000,2.156688589695265,ripple,usd,125823708133.3325,2972887951.415155
2025-04-13 20:00:00,1744588800000,2.118179146058531,ripple,usd,123493869513.43184,3631412098.056245
2025-04-14 20:00:00,1744675200000,2.127444298086899,ripple,usd,124110719906.46971,2865825696.824176
2025-04-15 20:00:00,1744761600000,2.087166740701441,ripple,usd,121753153315.34601,2529137788.826132
2025-04-16 20:00:00,1744848000000,2.0835198434155506,ripple,usd,121582974416.46419,2975625490.375688
2025-04-17 20:00:00,1744934400000,2.0677436115822867,ripple,usd,120634755808.2574,2069087395.311297
2025-04-18 20:00:00,1745020800000,2.062691684044618,ripple,usd,120498813069.50467,1528702114.8309712
2025-04-19 20:00:00,1745107200000,2.0855273823856817,ripple,usd,121758359729.22354,1198082570.278999
2025-04-20 20:00:00,1745193600000,2.0747196454629124,ripple,usd,121133082660.90799,1454273605.4356875
2025-04-21 20:00:00,1745280000000,2.0806696781556395,ripple,usd,121475020267.02992,2357222891.83461
2025-04-22 20:00:00,1745366400000,2.221159426695198,ripple,usd,129738952495.80452,4117163104.17999
2025-04-23 20:00:00,1745452800000,2.217823599038466,ripple,usd,129639794259.17175,4996062046.359891
2025-04-24 20:00:00,1745539200000,2.206600349886956,ripple,usd,128910293391.45277,4208930304.223753
2025-04-25 20:00:00,1745625600000,2.1852873809524738,ripple,usd,127618810209.93896,3234722208.502314
2025-04-26 20:00:00,1745712000000,2.1932493737799863,ripple,usd,128211658278.5239,2459783783.285445
2025-04-27 20:00:00,1745798400000,2.2566771719971905,ripple,usd,131895374150.1833,3751692488.2109566
2025-04-28 20:00:00,1745884800000,2.2959679622378415,ripple,usd,134250948391.53383,4072974943.4389
2025-04-29 20:00:00,1745971200000,2.2399407863578777,ripple,usd,130723771364.09366,2489793878.0180745
2025-04-30 20:00:00,1746057600000,2.1934727928877984,ripple,usd,128224503927.07297,3252726421.623423
2025-05-01 20:00:00,1746144000000,2.2143085222346612,ripple,usd,129560735707.48988,2155611895.0543213
2025-05-02 20:00:00,1746230400000,2.2089170454344824,ripple,usd,129205378828.50716,1739910937.9821632
2025-05-03 20:00:00,1746316800000,2.188707355411367,ripple,usd,128054986434.6052,1214767487.7877498
2025-05-04 20:00:00,1746403200000,2.1580623583353407,ripple,usd,126191990501.91487,1372805879.5778592
2025-05-05 20:00:00,1746489600000,2.1371617409153263,ripple,usd,125040025715.65521,2194829695.4970164
2025-05-06 20:00:00,1746576000000,2.1553467775958843,ripple,usd,126104946148.98138,2048616981.3491316
2025-05-07 20:00:00,1746662400000,2.1289110212370352,ripple,usd,124559831965.93013,3559099566.438218
2025-05-08 20:00:00,1746748800000,2.318857034757937,ripple,usd,135698075505.87671,4731256282.308641
2025-05-09 20:00:00,1746835200000,2.34260418658349,ripple,usd,137157723819.54608,6008731144.741504
2025-05-10 20:00:00,1746921600000,2.465515991652043,ripple,usd,144193513526.4072,4343182682.254746
2025-05-11 20:00:00,1747008000000,2.3665185406774456,ripple,usd,138618419781.15787,3957902320.317386
2025-05-12 20:00:00,1747094400000,2.5407166812994824,ripple,usd,148849179940.72635,10787624520.70423
2025-05-13 20:00:00,1747180800000,2.5882656119238727,ripple,usd,151577986548.9196,6137110174.707251
2025-05-14 20:00:00,1747267200000,2.552660064054796,ripple,usd,149428679555.88635,4956660171.954109
2025-05-15 20:00:00,1747353600000,2.3780203600308965,ripple,usd,139404660869.70312,5285627666.563696
2025-05-16 20:00:00,1747440000000,2.387491166631724,ripple,usd,139986244266.36224,3668091279.885704
2025-05-17 20:00:00,1747526400000,2.352615765613394,ripple,usd,137901408638.97586,2378581122.524433
2025-05-18 20:00:00,1747612800000,2.4178990437197814,ripple,usd,141620424382.77466,2871045382.6763167
2025-05-19 20:00:00,1747699200000,2.3808727609208282,ripple,usd,139572032487.0291,3326769717.093891
2025-05-20 20:00:00,1747785600000,2.356578233921423,ripple,usd,138242427979.4986,2736702822.998838
2025-05-21 20:00:00,1747872000000,2.4028996266349396,ripple,usd,141104708088.64645,3857208347.067667
2025-05-22 20:00:00,1747958400000,2.4284164339274192,ripple,usd,142497452230.75037,3423292472.9337497
2025-05-23 20:00:00,1748044800000,2.2991928362328755,ripple,usd,135209260273.52768,3803614983.5157166
2025-05-24 20:00:00,1748131200000,2.3319094660057416,ripple,usd,136856085709.11539,1372961335.2188973
2025-05-25 20:00:00,1748217600000,2.3405861862412927,ripple,usd,137358561276.94505,1905275005.1451297
2025-05-26 20:00:00,1748304000000,2.3082922649115565,ripple,usd,135464456690.66678,1661784737.5361876
2025-05-27 20:00:00,1748390400000,2.3186677687774426,ripple,usd,136063470027.7747,2048276738.5749948
2025-05-28 20:00:00,1748476800000,2.2746048552552507,ripple,usd,133537852092.5528,2074053702.379202
2025-05-29 20:00:00,1748563200000,2.2505538163676135,ripple,usd,132132467347.38953,2179459280.652964
2025-05-30 20:00:00,1748649600000,2.1423194738068942,ripple,usd,125892164966.56429,3372833929.9944954
2025-05-31 20:00:00,1748736000000,2.177000081626197,ripple,usd,127925904411.56554,2268132685.3159456
2025-06-01 20:00:00,1748822400000,2.1802830722675224,ripple,usd,128150107940.42342,1521954083.381058
2025-06-02 20:00:00,1748908800000,2.2004265864927537,ripple,usd,129301420887.84296,1856646284.2520795
2025-06-03 20:00:00,1748995200000,2.2486280245071963,ripple,usd,132150735303.62874,2193921747.996483
2025-06-04 20:00:00,1749081600000,2.202322198067478,ripple,usd,129408473711.78876,1714810311.215842
2025-06-05 20:00:00,1749168000000,2.0970164299223453,ripple,usd,123342049733.6962,2893388349.562232
2025-06-06 20:00:00,1749254400000,2.163852346114403,ripple,usd,127281615711.7592,1854390911.9791367
2025-06-07 20:00:00,1749340800000,2.1779065492597427,ripple,usd,128119087930.23564,953843043.4304752
2025-06-08 20:00:00,1749427200000,2.2629632981656744,ripple,usd,133080974653.21156,2297445951.3852534
2025-06-09 20:00:00,1749513600000,2.321075765224377,ripple,usd,136535438437.44032,2774696976.06667
2025-06-10 20:00:00,1749600000000,2.305016386019404,ripple,usd,135601731484.23772,2612062557.9833493
2025-06-11 20:00:00,1749686400000,2.2701428874939213,ripple,usd,133437196298.07864,2624047756.9494534
2025-06-12 20:00:00,1749772800000,2.1954298391805,ripple,usd,129189732814.77596,2202653947.4050665
2025-06-13 20:00:00,1749859200000,2.148866270593598,ripple,usd,126534557978.46504,3949716840.388356
2025-06-14 20:00:00,1749945600000,2.141891800480294,ripple,usd,126263429802.95172,1687489656.576244
2025-06-15 20:00:00,1750032000000,2.166318490313782,ripple,usd,127577707973.1105,1231293467.1767986
2025-06-16 20:00:00,1750118400000,2.255537416572947,ripple,usd,133168717149.84471,4466552529.620607
2025-06-17 20:00:00,1750204800000,2.1632317759396993,ripple,usd,127416681908.18704,3466660612.110638
2025-06-18 20:00:00,1750291200000,2.1686830671349613,ripple,usd,127820962755.39302,2350823381.424604
2025-06-19 20:00:00,1750377600000,2.166239439916603,ripple,usd,127674651295.66653,1450568729.9521883
2025-06-20 20:00:00,1750464000000,2.1201128146436803,ripple,usd,124953533243.95668,2098115334.487172
2025-06-21 20:00:00,1750550400000,2.044379922195215,ripple,usd,120411151497.55313,2305504805.382443
2025-06-22 20:00:00,1750636800000,2.013512764553698,ripple,usd,118672394254.47311,4449887424.63551
2025-06-23 20:00:00,1750723200000,2.1640075102022664,ripple,usd,127539548337.53386,4004307867.6364536
2025-06-24 20:00:00,1750809600000,2.1890368617248566,ripple,usd,129018976028.34126,3119419439.9970093
2025-06-25 20:00:00,1750896000000,2.1839169388853152,ripple,usd,128924835580.36104,2234760744.378113
2025-06-26 20:00:00,1750982400000,2.105597069865388,ripple,usd,124230689777.04051,2569634191.4677787
2025-06-27 20:00:00,1751068800000,2.140945561649059,ripple,usd,126287954127.92236,2600100605.537264
2025-06-28 20:00:00,1751155200000,2.185743305637095,ripple,usd,128959095356.2813,1909072124.1732078
2025-06-29 20:00:00,1751241600000,2.2080779439640237,ripple,usd,130291214168.36028,1320178860.3618104
2025-06-30 20:00:00,1751328000000,2.2397868943055363,ripple,usd,132156902495.55835,3688723731.503887
2025-07-01 20:00:00,1751414400000,2.171453605552325,ripple,usd,128126705578.13293,2782662990.9534025
2025-07-02 09:19:17,1751462357000,2.179963616637339,ripple,usd,128650355010.80975,2383767035.855354
